iter	MultiClass
0	1.57586719
1	1.414309376
2	1.285150198
3	1.17616395
4	1.083437389
5	1.004274056
6	0.9345974698
7	0.8733776258
8	0.8178030199
9	0.7683943786
10	0.7225866975
11	0.6815445949
12	0.6433467467
13	0.6093708366
14	0.5771814862
15	0.5481596509
16	0.5211369863
17	0.4959472132
18	0.4727402208
19	0.4508363495
20	0.4305926361
21	0.4116110423
22	0.3938408422
23	0.3775414325
24	0.3620516123
25	0.3477545941
26	0.3336578488
27	0.3209168719
28	0.3088082207
29	0.2973541785
30	0.2866652884
31	0.2767073195
32	0.2668729799
33	0.2577927945
34	0.2491327457
35	0.2412074277
36	0.2333828016
37	0.2259528339
38	0.218999106
39	0.2123101697
40	0.2059605022
41	0.2000977562
42	0.194414246
43	0.1890827664
44	0.1837888176
45	0.1790065464
46	0.1741869731
47	0.1698770559
48	0.1653165121
49	0.1612624246
50	0.1574910383
51	0.1538436179
52	0.1504771341
53	0.1469309896
54	0.1439260931
55	0.1407861162
56	0.1377402395
57	0.1349135108
58	0.1321612068
59	0.1296714094
60	0.1272837446
61	0.1247703774
62	0.1224711791
63	0.1205764322
64	0.1185178427
65	0.1164538304
66	0.1146952327
67	0.1128805515
68	0.1113518483
69	0.1095988554
70	0.108201034
71	0.1068320442
72	0.1053592897
73	0.10394899
74	0.1025140456
75	0.1008674882
76	0.09949058271
77	0.09822542377
78	0.09731867782
79	0.09632030707
80	0.09541279295
81	0.09435216028
82	0.09337829268
83	0.09243827125
84	0.09162190243
85	0.09075267161
86	0.08981128343
87	0.08931859369
88	0.08856244722
89	0.0878515346
90	0.08722723935
91	0.08649394412
92	0.0857327574
93	0.08523525994
94	0.08466600533
95	0.08399981335
96	0.08337417043
97	0.08281977308
98	0.08209424565
99	0.0814626195
100	0.08085910061
101	0.08035909911
102	0.07972725343
103	0.07916117539
104	0.07865925009
105	0.07818782734
106	0.07772857379
107	0.07731805026
108	0.07675533206
109	0.07637526317
110	0.07587347432
111	0.07538692672
112	0.07498060364
113	0.07452642928
114	0.07425922062
115	0.073781349
116	0.07343315214
117	0.0731740036
118	0.07294274399
119	0.0726239175
120	0.07231102756
121	0.07197940183
122	0.07172807739
123	0.07138075539
124	0.07109547227
125	0.07075410842
126	0.07037396328
127	0.07014564745
128	0.06994741062
129	0.06960143296
130	0.06937480596
131	0.06901441475
132	0.06872469658
133	0.06845206825
134	0.06829473272
135	0.06805273969
136	0.06787250241
137	0.06765387967
138	0.06742556129
139	0.06723944018
140	0.0670892145
141	0.06689219096
142	0.06672086442
143	0.0664686082
144	0.06632112945
145	0.06609784102
146	0.06587458344
147	0.06564416117
148	0.06550733432
149	0.06531114904
150	0.06517145902
