iter	MultiClass
151	0.06507280259
152	0.0648806136
153	0.06472383612
154	0.06451747559
155	0.06431359644
156	0.06413995367
157	0.0639537344
158	0.06371997125
159	0.06361518243
160	0.06348731874
161	0.06329376027
162	0.06299905213
163	0.06279509555
164	0.06262837689
165	0.0623320369
166	0.06225102486
167	0.06211807651
168	0.06203096928
169	0.06190415182
170	0.06182629119
171	0.06171805251
172	0.06162515128
173	0.06154689915
174	0.06135056629
175	0.06127865467
176	0.06109775775
177	0.0609716219
178	0.06080226635
179	0.06075184374
180	0.06061146451
181	0.06047038176
182	0.06030991962
183	0.06016246245
184	0.05998887797
185	0.05988685943
186	0.05984113615
187	0.05972575182
188	0.0596546015
189	0.05959854514
190	0.05945157818
191	0.05925883631
192	0.05911860304
193	0.05903430847
194	0.05895937475
195	0.05884244338
196	0.05862142105
197	0.0584725751
198	0.05841575268
199	0.05829549909
200	0.05810840844
201	0.05798970763
202	0.05793089257
203	0.05780643666
204	0.05770541959
205	0.05759706554
206	0.05754301707
207	0.05747161603
208	0.05737145339
209	0.05730744654
210	0.05717280781
211	0.05706770903
212	0.05697327933
213	0.05688900286
214	0.05673454702
215	0.05663006949
216	0.05657565887
217	0.05652401294
218	0.05643406529
219	0.05638610691
220	0.05622923759
221	0.05611969177
222	0.05608515073
223	0.05595792414
224	0.05590092236
225	0.05580804046
226	0.05575200994
227	0.05566162576
228	0.05553322988
229	0.05548987954
230	0.05538782033
231	0.05536366988
232	0.05527933811
233	0.05516532054
234	0.05509193184
235	0.05490557506
236	0.05481327449
237	0.05473856344
238	0.05467467597
239	0.0546413884
240	0.05456867741
241	0.05446090526
242	0.05440511602
243	0.05420032492
244	0.05411072975
245	0.05403576527
246	0.0539635618
247	0.05390980826
248	0.05386824335
249	0.05367538735
250	0.05357182202
251	0.05349525163
252	0.05340315629
253	0.05334142216
254	0.05329317788
255	0.05324931805
256	0.05319936827
257	0.05315549735
258	0.05305670686
259	0.05297049871
260	0.05289136442
261	0.05284567223
262	0.05279250836
263	0.05272709152
264	0.05268744918
265	0.052607761
266	0.05256195379
267	0.05241938123
268	0.05240742464
269	0.05238364525
270	0.05230775533
271	0.05222434656
272	0.05213847781
273	0.05201626386
274	0.05193879246
275	0.05187392042
276	0.05183971612
277	0.05173808699
278	0.051642206
279	0.0515649178
280	0.05148648628
281	0.05146362282
282	0.05141232555
283	0.05137519604
284	0.05131216258
285	0.05122068202
286	0.05111612043
287	0.0510447783
288	0.05102052556
289	0.0509713428
290	0.05094851662
291	0.05090149799
292	0.05087668436
293	0.05076757752
294	0.05072685865
295	0.05071954026
296	0.05065366365
297	0.05061064747
298	0.05051002951
299	0.05048634792
300	0.05041594092
301	0.05032219586
302	0.05025824563
303	0.05022425244
304	0.05012633434
305	0.05005003739
306	0.05001110731
307	0.04994345013
308	0.0499010161
309	0.04985323487
310	0.0498336904
311	0.04976724211
312	0.04972311271
313	0.04964927596
314	0.04958042666
315	0.04954472497
316	0.04950917813
317	0.04948559889
318	0.04939352088
319	0.04933016784
320	0.0492437795
321	0.04920333143
322	0.04911622682
323	0.04909457475
324	0.04904001004
325	0.04896275796
326	0.04883737825
327	0.04882544431
328	0.04880347912
329	0.04874834096
330	0.04867470356
331	0.04859950711
332	0.04846502653
333	0.04841320072
334	0.04833600962
335	0.04825464074
336	0.04811156421
337	0.04796982931
338	0.04792192102
339	0.047870997
340	0.04783735485
341	0.04777747471
342	0.04771830195
343	0.04767244764
344	0.04764504385
345	0.0476037124
346	0.04755427437
347	0.04748015832
348	0.04742029186
349	0.0474026524
350	0.04737138657
351	0.04734028354
352	0.04724881315
353	0.04719722235
354	0.04716659448
355	0.04709553794
356	0.0470289863
357	0.04702596855
358	0.04701421378
359	0.0469496861
360	0.04691311623
361	0.04689162144
362	0.04683744202
363	0.04676263994
364	0.04667061887
365	0.04662958655
366	0.04658194413
367	0.04653097847
368	0.04652769435
369	0.0465004514
370	0.04647745594
371	0.04641804986
372	0.04635508865
373	0.04632603344
374	0.04629547002
375	0.04622560278
376	0.04619258877
377	0.04614003915
378	0.04604236851
379	0.04600247034
380	0.04589767382
381	0.04589171098
382	0.04582868734
383	0.04579718332
384	0.04575845372
385	0.04571209632
386	0.04565142494
387	0.04559224496
388	0.04555842505
389	0.04551189213
390	0.04550137306
391	0.04543532185
392	0.04535883155
393	0.04524487401
394	0.04521451668
395	0.0451772948
396	0.04510105421
397	0.04509413203
398	0.0450520225
399	0.04501850613
400	0.0450062317
401	0.04493407653
402	0.04488870223
403	0.04487836119
404	0.04485194352
405	0.04478687354
406	0.04476670904
407	0.04474650465
408	0.04469513256
409	0.04464642323
410	0.04459872612
411	0.04456312916
412	0.044500446
413	0.04445960089
414	0.04442427541
415	0.04437760408
416	0.04434404908
417	0.04430313584
418	0.04427701943
419	0.04424450055
420	0.04420627752
421	0.04414967198
422	0.04410152146
423	0.04406290802
424	0.04403119447
425	0.04401988001
426	0.0439409521
427	0.04393379137
428	0.04386142632
429	0.04381953936
430	0.04378768496
431	0.04373010653
432	0.04371243801
433	0.04364612694
434	0.04363204336
435	0.04357209133
436	0.04349033377
437	0.04346245911
438	0.04337956546
439	0.04335304051
440	0.04330652804
441	0.04326726881
442	0.04317887262
443	0.04315458036
444	0.04312643612
445	0.04310874745
446	0.04308696696
447	0.04305113
448	0.04299520023
449	0.04293847003
450	0.04289838188
451	0.04286819996
452	0.04285017305
453	0.04282898067
454	0.04277441819
455	0.04268623025
456	0.04264001878
457	0.04262182941
458	0.04258475073
459	0.04254239696
460	0.04250122081
461	0.04247557527
462	0.04241809489
463	0.04237304004
464	0.0423436562
465	0.0423296646
466	0.04228297744
467	0.0422703633
468	0.04222317019
469	0.04219355002
470	0.04216324435
471	0.04213014913
472	0.04208868042
473	0.04206990855
474	0.04204934401
475	0.04201933903
476	0.04199511023
477	0.0419540334
478	0.04192154448
479	0.04189695876
480	0.04185752641
481	0.04180374106
482	0.04177205835
483	0.04173374477
484	0.04171446312
485	0.04166755764
486	0.0416343046
487	0.04160079659
488	0.04157537267
489	0.04152860206
490	0.04150382086
491	0.04148627482
492	0.04145904999
493	0.04142225646
494	0.04137397054
495	0.0413408264
496	0.04131840002
497	0.04128468652
498	0.04126993217
499	0.04121842622
