iter	MultiClass
0	1.868278036
1	1.645182913
2	1.470823521
3	1.334258991
4	1.210769684
5	1.115553161
6	1.021943979
7	0.9489477047
8	0.8832584269
9	0.8259384552
10	0.7677959123
11	0.7219540247
12	0.6813453592
13	0.6430072244
14	0.6025322208
15	0.5683371007
16	0.5359459551
17	0.507678583
18	0.4812963026
19	0.457221318
20	0.4340686377
21	0.4102295679
22	0.3885206205
23	0.3677989757
24	0.3509055063
25	0.3356866072
26	0.3193545491
27	0.3042285453
28	0.2880063369
29	0.2738409221
30	0.2602375804
31	0.2484652009
32	0.2365270613
33	0.2252865756
34	0.2141634937
35	0.204182716
36	0.1946537213
37	0.1855210323
38	0.1767331538
39	0.1687475702
40	0.1609348237
41	0.153726829
42	0.1470345712
43	0.1406231117
44	0.134901544
45	0.1291639933
46	0.1236523926
47	0.118379172
48	0.113325484
49	0.1084507495
50	0.1038167504
51	0.09951685173
52	0.09539696611
53	0.09200575245
54	0.08835561251
55	0.08476237556
56	0.08147635851
57	0.07844133189
58	0.07588530475
59	0.07286613027
60	0.07036930722
61	0.06808874064
62	0.0655654401
63	0.06324146089
64	0.06102850389
65	0.05926443012
66	0.05733615315
67	0.05538418022
68	0.05367094126
69	0.05185523693
70	0.05024566965
71	0.04851669094
72	0.04689401813
73	0.04544158035
74	0.04401185559
75	0.04256451632
76	0.04124967361
77	0.03979561606
78	0.03858603658
79	0.0374136924
80	0.0362478579
81	0.03521308083
82	0.03413672023
83	0.03325229283
84	0.03222040871
85	0.03128732772
86	0.03045209498
87	0.02957346989
88	0.02868182299
89	0.02786576136
90	0.02713154321
91	0.02635331158
92	0.02561354224
93	0.02498378923
94	0.0242404543
95	0.02358438036
96	0.02293868239
97	0.02236882453
98	0.02179189942
99	0.02127095482
100	0.02072428726
101	0.02021368077
102	0.01970034951
103	0.0193160251
104	0.01885983567
105	0.01846822396
106	0.01807594633
107	0.01769055514
108	0.01734131187
109	0.01690353791
110	0.0165833657
111	0.0162685538
112	0.01595528942
113	0.0156352947
114	0.01526361583
115	0.01491947448
116	0.01461073293
117	0.01435191362
118	0.01407983256
119	0.01385759855
120	0.01358701158
121	0.01334329614
122	0.01311625074
123	0.01283274721
124	0.01262210079
125	0.01239032513
126	0.01218260145
127	0.0119502952
128	0.01171047057
129	0.01154007036
130	0.01134679297
131	0.01114014653
132	0.01094091312
133	0.01072196004
134	0.01055666353
135	0.01037566638
136	0.01017597164
137	0.009998140414
138	0.009848379728
139	0.009723710314
140	0.009514828943
141	0.00940128714
142	0.009263994907
143	0.009141237444
144	0.008998509123
145	0.00892451307
146	0.008780541738
147	0.008640625893
148	0.008540800257
149	0.008407072488
150	0.008265438459
151	0.008118722071
152	0.00806314675
153	0.008000336091
154	0.007921241634
155	0.007831214146
156	0.007734441382
157	0.007632993548
158	0.007566205339
159	0.007468405951
160	0.007358761654
161	0.007280799228
162	0.007215572379
163	0.007115841327
164	0.006991731496
165	0.006888194744
166	0.006838563592
167	0.006755583148
168	0.006648400742
169	0.00659077402
170	0.006512356589
171	0.006424419706
172	0.006338653532
173	0.00627917161
174	0.0062143319
175	0.006170046604
176	0.006087292183
177	0.006032317157
178	0.005963950283
179	0.005882307817
180	0.005823194969
181	0.005796121874
182	0.005767586885
183	0.005727156363
184	0.005684986494
185	0.005586324667
186	0.005538750092
187	0.005496579392
188	0.005452569188
189	0.005420395619
190	0.005369840841
191	0.005306806038
192	0.005281451845
193	0.005261278411
194	0.00522298735
195	0.005190362045
196	0.005141410125
197	0.005092482861
198	0.005050448229
199	0.005029442503
200	0.005008309957
201	0.004992264314
202	0.004954816114
203	0.004904562038
204	0.004865940117
205	0.004808515144
206	0.004787105844
207	0.004746524804
208	0.004726626947
209	0.004687201556
210	0.004665145658
211	0.004632031497
212	0.004588928447
213	0.004565893891
214	0.004533302275
215	0.004505821319
216	0.004489595976
217	0.004467973943
218	0.004432523276
219	0.004390688065
220	0.004373590463
221	0.004356780576
222	0.004340258957
223	0.004299154498
224	0.004288151536
225	0.004269615012
226	0.004251370067
227	0.004230797639
228	0.00419891256
229	0.004174221612
230	0.004131289251
231	0.004115365663
232	0.004078186686
233	0.004064860387
234	0.00405965917
235	0.004032844874
236	0.004002398215
237	0.00397936312
238	0.003960090162
239	0.003937360652
240	0.003930782075
241	0.003902173042
242	0.003872709245
243	0.003848017254
244	0.003826749933
245	0.00380641593
246	0.003800229222
247	0.003780044306
248	0.003754451739
249	0.003742969979
250	0.003731733393
251	0.003719543924
252	0.003700711961
253	0.003692267812
254	0.003691797331
255	0.003672888167
256	0.003666998379
257	0.003658111009
258	0.003654247562
259	0.00363972183
260	0.003637505105
261	0.003617324582
262	0.003574716543
263	0.003550043319
264	0.003528694504
265	0.003510842566
266	0.003498502862
267	0.003491947622
268	0.003445563065
269	0.003422357881
270	0.003405919144
271	0.003394784033
272	0.003393211057
273	0.003391500813
274	0.003372699847
275	0.003361515703
276	0.003338133177
277	0.003312244726
278	0.003297531148
279	0.003292878677
280	0.003273127626
281	0.003268547814
282	0.003259192301
283	0.003246368365
284	0.003242969674
285	0.003237617129
286	0.003224189625
287	0.003206968926
288	0.003206742748
289	0.003185340627
290	0.003174966484
291	0.003159418634
292	0.003147298728
293	0.003137144431
294	0.003118333513
295	0.003085061313
296	0.003084025616
297	0.003082681973
298	0.003075328867
299	0.00307421597
300	0.003059640951
301	0.003058400365
302	0.003021137305
303	0.003000695281
304	0.002993901298
305	0.002985708711
306	0.002985498961
307	0.002980336101
308	0.002954876916
309	0.002954671973
310	0.002940859327
311	0.002917543859
312	0.002901443514
313	0.002885662085
314	0.002883135809
315	0.002878372416
316	0.002876349945
317	0.002871267415
318	0.00284951953
319	0.002849306371
320	0.002817256301
321	0.00281550601
322	0.002807747518
323	0.002805325198
324	0.002776070381
325	0.002760014816
326	0.00275907586
327	0.002750534895
328	0.002743914376
329	0.002727225904
330	0.002701934256
331	0.002694855082
332	0.002675857433
333	0.00266212552
334	0.002661948057
335	0.002656285844
336	0.002644528921
337	0.002632988474
338	0.002632810659
339	0.002631410591
340	0.002618856336
341	0.002605963872
342	0.002602317332
343	0.002595638671
344	0.002578314686
345	0.002569008799
346	0.002564834924
347	0.002532313102
348	0.002514897424
349	0.002511145149
350	0.002497990263
351	0.002489582487
352	0.002476502715
353	0.002470637628
354	0.002465469429
355	0.002465295697
356	0.002457189347
357	0.002454922808
358	0.002441079647
359	0.002431678372
360	0.002421119461
361	0.002415206588
362	0.002400861034
363	0.002390841516
364	0.002388206112
365	0.002376553766
366	0.002372558104
367	0.002364937956
368	0.002351275819
369	0.002348324951
370	0.002346206588
371	0.002337260399
372	0.002329393468
373	0.002322603446
374	0.002321066261
375	0.002320910094
376	0.002311746196
377	0.002311597332
378	0.002299150101
379	0.002295010677
380	0.002282433819
381	0.002272669197
382	0.00226643556
383	0.00225382175
384	0.002253099849
385	0.002251048669
386	0.002240021051
387	0.002235022803
388	0.00222177134
389	0.002220816297
390	0.00221905553
391	0.002210861878
392	0.002195035678
393	0.002194403648
394	0.002193000296
395	0.002187532978
396	0.002176580305
397	0.002165419241
398	0.002149583761
399	0.002144308781
400	0.002137499495
401	0.002132334034
402	0.00213011981
403	0.002119370344
404	0.002110915745
405	0.002100973465
406	0.002100858518
407	0.002098942958
408	0.002096052639
409	0.002094279273
410	0.002093436548
411	0.002092799286
412	0.00208210778
413	0.002081996849
414	0.002081890766
415	0.002080614864
416	0.002080181079
417	0.002074676634
418	0.002074172341
419	0.002070480383
420	0.002069507257
421	0.00206941252
422	0.002065506901
423	0.002063656873
424	0.002054809593
425	0.002047242157
426	0.002038279871
427	0.002028238895
428	0.00202292589
429	0.002022740536
430	0.002014467486
431	0.002001937282
432	0.001999896506
433	0.00198430133
434	0.001976174365
435	0.001974949414
436	0.001971455832
437	0.001966673261
438	0.001955658695
439	0.00195405757
440	0.00195396299
441	0.001951318541
442	0.001945111044
443	0.001939086
444	0.001936378609
445	0.001935465632
446	0.00192910049
447	0.001920780746
448	0.001920325368
449	0.001920037007
450	0.001915673912
451	0.001914016132
452	0.001894864715
453	0.001886064687
454	0.001879378228
455	0.001872075612
456	0.001861897092
457	0.001861313981
458	0.001854295045
459	0.001853923751
460	0.001851230699
461	0.001842758926
462	0.00184142189
463	0.001841050465
464	0.00184096069
465	0.001834328471
466	0.001825378412
467	0.001812880001
468	0.001812807312
469	0.001808487763
470	0.001807621825
471	0.00180339329
